,area_type,location,BHK,total_sqft,bath,balcony,price_in_lakhs
7498,Super built-up  Area,Whitefield,1,640.0,1.0,0.0,19.83
7499,Built-up  Area,Whitefield,3,1991.0,3.0,2.0,104.0
7503,Built-up  Area,Whitefield,3,1655.0,3.0,2.0,97.0
7504,Super built-up  Area,Whitefield,3,1850.0,3.0,2.0,150.0
7505,Plot  Area,Whitefield,3,1200.0,3.0,1.0,67.77
7506,Built-up  Area,Whitefield,2,1290.0,2.0,0.0,90.0
7509,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,75.0
7510,Super built-up  Area,Whitefield,2,1356.0,2.0,1.0,94.84
7511,Super built-up  Area,Whitefield,2,1338.0,2.0,1.0,103.0
7514,Plot  Area,Whitefield,3,3450.0,4.0,2.0,208.0
7518,Super built-up  Area,Whitefield,2,1267.0,2.0,1.0,90.33
7519,Plot  Area,Whitefield,4,2400.0,4.0,1.0,143.0
7520,Super built-up  Area,Whitefield,3,1836.0,3.0,2.0,125.0
7522,Super built-up  Area,Whitefield,3,3596.0,3.0,1.0,200.0
7523,Built-up  Area,Whitefield,3,1275.0,2.0,3.0,65.0
7526,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,82.0
7527,Super built-up  Area,Whitefield,2,1495.0,3.0,3.0,88.0
7528,Super built-up  Area,Whitefield,3,1564.0,3.0,1.0,103.0
7529,Super built-up  Area,Whitefield,3,1585.0,3.0,1.0,84.0
7532,Built-up  Area,Whitefield,3,1558.0,3.0,2.0,90.0
7533,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,75.0
7535,Super built-up  Area,Whitefield,3,1704.0,3.0,1.0,120.0
7537,Super built-up  Area,Whitefield,2,1256.0,2.0,2.0,73.0
7540,Super built-up  Area,Whitefield,2,1300.0,2.0,2.0,78.0
7541,Super built-up  Area,Whitefield,3,1570.0,3.0,3.0,88.0
7542,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,84.03
7544,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,72.5
7546,Super built-up  Area,Whitefield,3,2025.0,4.0,2.0,115.0
7547,Super built-up  Area,Whitefield,3,1346.0,2.0,1.0,100.0
7551,Plot  Area,Whitefield,4,2990.0,3.0,2.0,198.0
7554,Super built-up  Area,Whitefield,3,1720.0,3.0,3.0,98.97
7555,Super built-up  Area,Whitefield,3,1600.0,3.0,2.0,95.0
7556,Super built-up  Area,Whitefield,3,1655.0,3.0,1.0,108.0
7557,Super built-up  Area,Whitefield,3,1740.0,3.0,2.0,95.0
7559,Super built-up  Area,Whitefield,2,1350.0,2.0,1.0,88.0
7561,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,80.0
7562,Plot  Area,Whitefield,4,2900.0,4.0,3.0,225.0
7563,Super built-up  Area,Whitefield,2,1340.0,2.0,1.0,101.0
7565,Plot  Area,Whitefield,3,1500.0,3.0,1.0,78.57
7566,Super built-up  Area,Whitefield,3,1626.0,3.0,3.0,85.0
7568,Super built-up  Area,Whitefield,2,1100.0,2.0,2.0,65.0
7570,Built-up  Area,Whitefield,3,1270.0,2.0,2.0,65.0
7571,Built-up  Area,Whitefield,3,3117.0,3.0,2.0,261.0
7572,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,73.0
7574,Built-up  Area,Whitefield,3,3150.0,3.0,1.0,290.0
7576,Super built-up  Area,Whitefield,4,2956.0,5.0,2.0,234.0
7580,Super built-up  Area,Whitefield,3,2247.0,3.0,2.0,145.0
7581,Plot  Area,Whitefield,4,3940.0,5.0,3.0,265.0
7583,Super built-up  Area,Whitefield,2,1160.0,2.0,1.0,67.0
7585,Super built-up  Area,Whitefield,2,1180.0,2.0,1.0,77.0
7586,Super built-up  Area,Whitefield,3,2140.0,3.0,2.0,139.0
7587,Super built-up  Area,Whitefield,2,1314.0,2.0,1.0,84.0
7594,Super built-up  Area,Whitefield,3,1431.0,3.0,2.0,85.0
7595,Super built-up  Area,Whitefield,1,524.0,1.0,1.0,29.0
7596,Built-up  Area,Whitefield,4,2830.0,4.0,3.0,161.0
7597,Super built-up  Area,Whitefield,4,2135.0,3.0,2.0,149.0
7599,Super built-up  Area,Whitefield,4,3075.0,2.0,3.0,188.0
7600,Super built-up  Area,Whitefield,3,1760.0,3.0,2.0,160.0
7601,Super built-up  Area,Whitefield,3,1655.0,3.0,2.0,110.0
7602,Super built-up  Area,Whitefield,1,840.0,1.0,1.0,57.0
7603,Super built-up  Area,Whitefield,3,1725.0,3.0,2.0,106.0
7606,Super built-up  Area,Whitefield,1,516.0,1.0,1.0,39.0
7608,Built-up  Area,Whitefield,4,6000.0,4.0,2.0,410.0
7609,Super built-up  Area,Whitefield,3,1639.0,3.0,2.0,107.0
7610,Built-up  Area,Whitefield,3,1820.0,3.0,2.0,113.0
7612,Built-up  Area,Whitefield,4,3565.0,4.0,0.0,218.0
7613,Super built-up  Area,Whitefield,4,3410.0,5.0,3.0,253.0
7616,Plot  Area,Whitefield,4,4500.0,4.0,2.0,330.0
7617,Super built-up  Area,Whitefield,2,1250.0,2.0,2.0,85.0
7619,Super built-up  Area,Whitefield,2,1277.0,2.0,1.0,77.0
7620,Super built-up  Area,Whitefield,3,1820.0,3.0,2.0,140.0
7621,Built-up  Area,Whitefield,4,3453.0,4.0,2.0,247.0
7627,Super built-up  Area,Whitefield,3,2280.0,4.0,2.0,125.0
7628,Super built-up  Area,Whitefield,4,2882.0,5.0,1.0,200.0
7630,Super built-up  Area,Whitefield,3,1639.5,3.0,0.0,92.63
7633,Super built-up  Area,Whitefield,2,1190.0,2.0,1.0,70.0
7635,Super built-up  Area,Whitefield,2,1270.0,2.0,1.0,94.0
7636,Super built-up  Area,Whitefield,2,1220.0,2.0,1.0,89.0
7639,Super built-up  Area,Whitefield,3,3758.0,3.0,1.0,300.0
7644,Built-up  Area,Whitefield,2,1216.0,2.0,1.0,72.0
7646,Plot  Area,Whitefield,4,5400.0,5.0,3.0,475.0
7647,Super built-up  Area,Whitefield,3,1396.0,3.0,1.0,74.0
7656,Built-up  Area,Whitefield,3,1615.0,3.0,0.0,96.9
7662,Super built-up  Area,Whitefield,2,1200.0,2.0,3.0,70.0
7665,Super built-up  Area,Whitefield,2,1216.0,2.0,1.0,75.0
7667,Super built-up  Area,Whitefield,3,2321.0,4.0,1.0,157.0
7668,Super built-up  Area,Whitefield,2,1224.0,2.0,2.0,75.0
7669,Super built-up  Area,Whitefield,3,1655.0,3.0,2.0,113.0
7671,Built-up  Area,Whitefield,5,4144.0,5.0,1.0,331.0
7674,Plot  Area,Whitefield,3,1200.0,3.0,2.0,67.75
7675,Built-up  Area,Whitefield,4,2444.0,4.0,2.0,145.0
7676,Built-up  Area,Whitefield,2,1270.0,2.0,1.0,110.0
7677,Super built-up  Area,Whitefield,3,1660.0,3.0,1.0,110.0
7678,Super built-up  Area,Whitefield,2,1270.0,2.0,1.0,105.0
7680,Super built-up  Area,Whitefield,2,1173.0,2.0,1.0,78.2
7681,Super built-up  Area,Whitefield,2,1362.0,2.0,3.0,85.0
7683,Super built-up  Area,Whitefield,3,1457.0,2.0,2.0,105.0
7684,Super built-up  Area,Whitefield,3,1720.0,3.0,2.0,128.0
7688,Super built-up  Area,Whitefield,3,1564.0,3.0,1.0,103.0
7692,Super built-up  Area,Whitefield,3,1639.0,3.0,2.0,107.0
7693,Super built-up  Area,Whitefield,3,1760.0,3.0,2.0,139.0
7694,Super built-up  Area,Whitefield,1,613.0,1.0,1.0,48.0
7695,Super built-up  Area,Whitefield,3,1730.0,3.0,2.0,125.0
7697,Super built-up  Area,Whitefield,1,877.0,1.0,1.0,59.0
7701,Super built-up  Area,Yelachenahalli,3,1464.0,2.0,3.0,105.0
7702,Super built-up  Area,Yelachenahalli,2,2400.0,1.0,1.0,150.0
7703,Super built-up  Area,Yelachenahalli,3,1700.0,3.0,2.0,130.0
7704,Super built-up  Area,Yelachenahalli,2,1080.0,2.0,2.0,55.0
7705,Super built-up  Area,Yelachenahalli,2,1400.0,2.0,3.0,78.0
7706,Super built-up  Area,Yelachenahalli,3,1330.0,3.0,3.0,73.5
7707,Super built-up  Area,Yelachenahalli,2,800.0,1.0,1.0,30.0
7708,Super built-up  Area,Yelachenahalli,2,1100.0,2.0,2.0,60.0
7709,Super built-up  Area,Yelachenahalli,3,1365.0,2.0,1.0,72.0
7710,Built-up  Area,Yelachenahalli,2,1103.0,2.0,2.0,55.0
7711,Super built-up  Area,Yelachenahalli,2,1000.0,2.0,2.0,50.0
7713,Super built-up  Area,Yelahanka,2,1326.0,2.0,2.0,78.0
7720,Super built-up  Area,Yelahanka,3,1705.0,3.0,2.0,95.0
7721,Super built-up  Area,Yelahanka,2,1234.0,2.0,2.0,80.0
7722,Super built-up  Area,Yelahanka,2,1315.0,2.0,2.0,85.0
7723,Super built-up  Area,Yelahanka,2,1170.0,2.0,1.0,62.5
7725,Super built-up  Area,Yelahanka,1,697.0,1.0,0.0,45.0
7728,Built-up  Area,Yelahanka,3,2195.0,4.0,2.0,127.0
7730,Super built-up  Area,Yelahanka,3,1614.0,3.0,2.0,95.0
7732,Super built-up  Area,Yelahanka,1,628.0,1.0,1.0,24.0
7735,Super built-up  Area,Yelahanka,1,654.0,1.0,1.0,38.4
7743,Super built-up  Area,Yelahanka,3,1825.0,3.0,1.0,105.0
7744,Super built-up  Area,Yelahanka,3,1603.0,3.0,2.0,96.0
7745,Super built-up  Area,Yelahanka,2,1304.0,2.0,1.0,79.0
7751,Super built-up  Area,Yelahanka,3,1517.0,3.0,2.0,76.3
7755,Super built-up  Area,Yelahanka,2,1327.0,2.0,3.0,85.0
7758,Super built-up  Area,Yelahanka,3,1566.0,3.0,2.0,97.0
7760,Super built-up  Area,Yelahanka,2,1270.0,2.0,2.0,78.0
7761,Super built-up  Area,Yelahanka,3,1400.0,2.0,2.0,80.54
7763,Super built-up  Area,Yelahanka,2,1322.0,2.0,2.0,86.0
7764,Super built-up  Area,Yelahanka,2,1100.0,2.0,1.0,70.0
7765,Plot  Area,Yelahanka,2,1200.0,2.0,1.0,70.0
7767,Built-up  Area,Yelahanka,5,4000.0,5.0,2.0,220.0
7768,Plot  Area,Yelahanka,4,2675.0,4.0,2.0,140.0
7770,Super built-up  Area,Yelahanka,1,654.0,1.0,1.0,37.0
7771,Built-up  Area,Yelahanka,3,1465.0,3.0,2.0,80.01
7775,Super built-up  Area,Yelahanka,3,1692.0,3.0,2.0,83.0
7780,Super built-up  Area,Yelahanka,3,2145.0,3.0,3.0,125.0
7782,Super built-up  Area,Yelahanka,2,1322.0,2.0,2.0,75.0
7785,Super built-up  Area,Yelahanka,1,602.0,1.0,1.0,26.0
7786,Super built-up  Area,Yelahanka,2,1100.0,2.0,1.0,60.0
7787,Super built-up  Area,Yelahanka,3,1614.0,2.0,1.0,100.0
7788,Super built-up  Area,Yelahanka,3,1890.0,3.0,2.0,108.0
7789,Super built-up  Area,Yelahanka,3,1556.0,3.0,2.0,86.0
7790,Super built-up  Area,Yelahanka,3,1610.0,4.0,2.0,85.0
7796,Super built-up  Area,Yelahanka,3,1859.0,3.0,1.0,108.0
7798,Super built-up  Area,Yelahanka,2,1322.0,2.0,2.0,80.0
7801,Super built-up  Area,Yelahanka,4,2600.0,4.0,3.0,175.0
7802,Super built-up  Area,Yelahanka,2,1305.0,2.0,1.0,78.0
7804,Super built-up  Area,Yelahanka,3,1711.0,3.0,3.0,85.61
7805,Built-up  Area,Yelahanka,2,1315.0,2.0,3.0,75.0
7806,Built-up  Area,Yelahanka,6,3600.0,6.0,1.0,200.0
7808,Super built-up  Area,Yelahanka,3,1614.0,3.0,2.0,95.0
7809,Built-up  Area,Yelahanka,3,1650.0,3.0,3.0,105.0
7814,Built-up  Area,Yelahanka,4,3990.0,4.0,1.0,260.0
7815,Built-up  Area,Yelahanka,3,1620.0,3.0,2.0,90.0
7816,Super built-up  Area,Yelahanka,1,654.0,1.0,1.0,36.25
7817,Super built-up  Area,Yelahanka,3,1614.0,3.0,2.0,93.0
7818,Super built-up  Area,Yelahanka,1,694.0,1.0,0.0,30.84
7819,Super built-up  Area,Yelahanka,2,1115.0,2.0,2.0,60.0
7820,Super built-up  Area,Yelahanka,3,2317.0,4.0,3.0,140.0
7821,Super built-up  Area,Yelahanka,3,1653.0,3.0,3.0,93.0
7822,Super built-up  Area,Yelahanka,1,654.0,1.0,1.0,38.0
7824,Super built-up  Area,Yelahanka,2,1445.0,2.0,2.0,82.0
7826,Super built-up  Area,Yelahanka,1,602.0,1.0,1.0,38.0
7827,Super built-up  Area,Yelahanka,1,697.0,1.0,1.0,35.0
7829,Super built-up  Area,Yelahanka,1,682.0,1.0,1.0,36.23
7831,Built-up  Area,Yelahanka,3,1560.0,2.0,2.0,98.0
7832,Super built-up  Area,Yelahanka,3,1780.0,3.0,2.0,107.0
7833,Built-up  Area,Yelahanka,3,1342.0,2.0,2.0,75.0
7834,Super built-up  Area,Yelahanka,3,1823.0,3.0,2.0,103.0
7835,Super built-up  Area,Yelahanka,3,1792.0,3.0,1.0,104.0
7836,Super built-up  Area,Yelahanka,2,1304.0,2.0,1.0,69.97
7839,Super built-up  Area,Yelahanka,2,1300.0,2.0,2.0,69.23
7840,Super built-up  Area,Yelahanka,3,1705.0,3.0,1.0,91.0
7842,Super built-up  Area,Yelahanka,3,1835.0,3.0,1.0,108.0
7843,Built-up  Area,Yelahanka,3,1847.0,3.0,3.0,92.0
7845,Super built-up  Area,Yelahanka,3,1890.0,3.0,2.0,109.0
7846,Super built-up  Area,Yelahanka,1,700.0,1.0,1.0,38.0
7847,Super built-up  Area,Yelahanka,3,1491.0,3.0,2.0,85.0
7848,Built-up  Area,Yelahanka,4,2088.0,5.0,0.0,110.0
7851,Super built-up  Area,Yelahanka,4,3019.0,6.0,2.0,190.0
7853,Super built-up  Area,Yelahanka,3,1600.0,3.0,3.0,100.0
7857,Super built-up  Area,Yelahanka,3,1705.0,3.0,2.0,85.0
7858,Built-up  Area,Yelahanka,3,1350.0,2.0,3.0,85.0
7859,Built-up  Area,Yelahanka,3,1633.0,3.0,2.0,110.0
7860,Super built-up  Area,Yelahanka,1,827.5,1.0,0.0,42.535
7862,Super built-up  Area,Yelahanka,3,1355.0,2.0,3.0,75.0
7865,Super built-up  Area,Yelahanka,2,1104.0,2.0,2.0,58.0
7867,Super built-up  Area,Yelahanka,2,1175.0,2.0,1.0,67.77
7868,Super built-up  Area,Yelahanka,2,1322.0,2.0,1.0,77.9
7869,Built-up  Area,Yelahanka,1,602.0,1.0,1.0,33.0
7870,Super built-up  Area,Yelahanka,2,1315.0,2.0,3.0,77.0
7873,Built-up  Area,Yelahanka,1,567.0,1.0,1.0,25.0
7875,Super built-up  Area,Yelahanka,1,602.0,2.0,1.0,30.0
7877,Super built-up  Area,Yelahanka,2,1234.0,2.0,2.0,80.0
7880,Super built-up  Area,Yelahanka,2,1267.0,3.0,1.0,78.0
7881,Super built-up  Area,Yelahanka,2,1360.0,2.0,1.0,78.19
7883,Built-up  Area,Yelahanka New Town,1,650.0,1.0,2.0,33.0
7884,Super built-up  Area,Yelahanka New Town,1,500.0,1.0,1.0,20.0
7885,Super built-up  Area,Yelahanka New Town,1,440.0,1.0,1.0,16.5
7886,Super built-up  Area,Yelahanka New Town,3,1610.0,3.0,2.0,92.0
7887,Super built-up  Area,Yelahanka New Town,3,1700.0,3.0,2.0,90.0
7888,Super built-up  Area,Yelahanka New Town,1,650.0,1.0,1.0,20.0
7889,Built-up  Area,Yelahanka New Town,1,350.0,1.0,1.0,13.5
7891,Super built-up  Area,Yelahanka New Town,2,1385.0,2.0,3.0,65.0
7892,Super built-up  Area,Yelahanka New Town,1,500.0,2.0,1.0,24.0
7893,Built-up  Area,Yelahanka New Town,1,650.0,1.0,1.0,17.0
7894,Built-up  Area,Yelahanka New Town,1,450.0,1.0,0.0,16.0
7896,Super built-up  Area,Yelahanka New Town,2,960.0,2.0,2.0,50.0
7898,Built-up  Area,Yelahanka New Town,3,1209.0,2.0,3.0,65.0
7899,Super built-up  Area,Yelahanka New Town,3,1400.0,2.0,2.0,80.0
7900,Super built-up  Area,Yelahanka New Town,1,450.0,1.0,1.0,15.0
7901,Super built-up  Area,Yelahanka New Town,1,500.0,1.0,1.0,18.0
7902,Super built-up  Area,Yelahanka New Town,3,1420.0,2.0,1.0,75.0
7904,Plot  Area,Yelahanka New Town,2,2200.0,2.0,0.0,180.0
7905,Built-up  Area,Yelahanka New Town,1,488.0,1.0,1.0,20.0
7906,Super built-up  Area,Yelahanka New Town,2,1100.0,2.0,1.0,58.0
7909,Built-up  Area,Yelahanka New Town,2,1000.0,2.0,1.0,44.0
7910,Super built-up  Area,Yelahanka New Town,1,650.0,1.0,1.0,18.0
7912,Plot  Area,Yelahanka New Town,3,1740.0,3.0,2.0,150.0
7913,Built-up  Area,Yelahanka New Town,2,1290.0,2.0,2.0,70.0
7915,Super built-up  Area,Yelenahalli,2,1240.0,2.0,2.0,47.12
7916,Built-up  Area,Yelenahalli,2,1200.0,2.0,2.0,46.17
7918,Super built-up  Area,Yelenahalli,2,1260.0,2.0,2.0,47.88
7920,Super built-up  Area,Yelenahalli,2,1175.0,2.0,2.0,50.0
7921,Super built-up  Area,Yelenahalli,3,1650.0,3.0,3.0,68.0
7922,Super built-up  Area,Yelenahalli,2,1200.0,2.0,2.0,45.6
7923,Built-up  Area,Yelenahalli,2,1200.0,2.0,2.0,46.17
7924,Super built-up  Area,Yelenahalli,2,1160.0,2.0,2.0,44.08
7926,Super built-up  Area,Yeshwanthpur,3,1693.0,3.0,3.0,108.0
7927,Super built-up  Area,Yeshwanthpur,1,667.0,1.0,1.0,36.85
7928,Super built-up  Area,Yeshwanthpur,4,1950.0,4.0,0.0,130.0
7930,Super built-up  Area,Yeshwanthpur,1,665.0,1.0,1.0,36.85
7934,Super built-up  Area,Yeshwanthpur,1,671.0,1.0,1.0,36.85
7935,Super built-up  Area,Yeshwanthpur,2,1277.5,2.0,0.0,95.815
7936,Super built-up  Area,Yeshwanthpur,1,668.0,1.0,1.0,36.85
7937,Super built-up  Area,Yeshwanthpur,2,1185.0,2.0,2.0,75.84
7938,Super built-up  Area,Yeshwanthpur,2,1195.0,2.0,2.0,100.0
7939,Super built-up  Area,Yeshwanthpur,3,1313.0,3.0,1.0,96.0
7940,Super built-up  Area,Yeshwanthpur,2,1400.0,2.0,2.0,100.0
7943,Super built-up  Area,Yeshwanthpur,1,673.0,1.0,1.0,36.85
7944,Super built-up  Area,Yeshwanthpur,2,717.0,2.0,0.0,49.475
7947,Super built-up  Area,Yeshwanthpur,1,605.0,1.0,0.0,41.745
7949,Super built-up  Area,Yeshwanthpur,1,669.0,1.0,1.0,36.85
7951,Built-up  Area,Yeshwanthpur,3,3027.0,4.0,3.0,260.0
7954,Super built-up  Area,Yeshwanthpur,1,670.0,1.0,1.0,36.85
7957,Super built-up  Area,Yeshwanthpur,2,1240.0,2.0,2.0,80.0
7958,Super built-up  Area,Yeshwanthpur,3,1713.0,3.0,2.0,110.0
7959,Super built-up  Area,Yeshwanthpur,2,1144.0,2.0,2.0,67.0
7960,Super built-up  Area,Yeshwanthpur,2,1541.0,2.0,2.0,130.0
7962,Plot  Area,Yeshwanthpur,2,1362.0,2.0,0.0,100.0
7963,Super built-up  Area,Yeshwanthpur,1,666.0,1.0,1.0,36.8
7964,Super built-up  Area,Yeshwanthpur,3,1855.0,3.0,3.0,140.0
7966,Super built-up  Area,Yeshwanthpur,2,1165.0,2.0,1.0,85.0
7969,Super built-up  Area,Yeshwanthpur,3,1825.0,3.0,2.0,145.0
7971,Super built-up  Area,Yeshwanthpur,1,994.0,2.0,0.0,54.67
7972,Built-up  Area,Yeshwanthpur,1,650.0,1.0,0.0,40.0
7973,Super built-up  Area,Yeshwanthpur,3,1855.0,3.0,3.0,140.0
7974,Super built-up  Area,Yeshwanthpur,3,1500.0,3.0,1.0,100.0
7979,Super built-up  Area,Yeshwanthpur,1,674.0,1.0,1.0,36.85
7981,Super built-up  Area,Yeshwanthpur,1,672.0,1.0,1.0,36.85
7984,Super built-up  Area,Yeshwanthpur,2,1195.0,2.0,2.0,100.0
7985,Super built-up  Area,Yeshwanthpur,3,1692.0,3.0,3.0,108.0
7987,Built-up  Area,Yeshwanthpur,6,2500.0,5.0,2.0,185.0
7992,Super built-up  Area,Yeshwanthpur,3,1855.0,3.0,3.0,135.0
7993,Super built-up  Area,Yeshwanthpur,3,1876.0,3.0,3.0,160.0
7995,Super built-up  Area,others,3,2770.0,4.0,2.0,290.0
7998,Super built-up  Area,others,1,600.0,1.0,0.0,38.0
8001,Super built-up  Area,others,2,1500.0,2.0,2.0,185.0
8002,Super built-up  Area,others,2,840.0,2.0,2.0,45.0
8003,Plot  Area,others,3,4395.0,3.0,2.0,240.0
8004,Super built-up  Area,others,2,845.0,2.0,1.0,55.0
8005,Built-up  Area,others,3,2511.0,3.0,3.0,205.0
8006,Super built-up  Area,others,3,1660.0,2.0,2.0,105.0
8008,Built-up  Area,others,2,1200.0,2.0,1.0,65.0
8009,Built-up  Area,others,3,1200.0,3.0,1.0,90.0
8013,Built-up  Area,others,2,782.0,2.0,2.0,55.68
8014,Super built-up  Area,others,3,1800.0,3.0,3.0,120.0
8015,Super built-up  Area,others,3,1413.0,2.0,2.0,75.0
8016,Super built-up  Area,others,2,945.0,2.0,1.0,54.0
8017,Built-up  Area,others,3,1870.0,3.0,3.0,110.0
8018,Super built-up  Area,others,3,1260.0,2.0,2.0,85.05
8020,Super built-up  Area,others,3,2795.0,4.0,2.0,235.0
8022,Super built-up  Area,others,3,1904.0,3.0,1.0,150.0
8023,Super built-up  Area,others,3,2000.0,3.0,1.0,175.0
8026,Plot  Area,others,3,1500.0,3.0,2.0,100.0
8028,Built-up  Area,others,3,1783.0,3.0,1.0,115.0
8029,Super built-up  Area,others,3,912.0,2.0,1.0,70.0
8032,Super built-up  Area,others,3,1580.0,3.0,3.0,100.0
8033,Super built-up  Area,others,3,1415.0,3.0,3.0,78.0
8035,Super built-up  Area,others,3,2405.0,4.0,2.0,260.0
8036,Plot  Area,others,2,1500.0,2.0,1.0,115.0
8041,Built-up  Area,others,2,1060.0,2.0,2.0,60.0
8042,Plot  Area,others,8,2600.0,8.0,2.0,180.0
8044,Super built-up  Area,others,2,1285.0,2.0,3.0,72.5
8045,Plot  Area,others,3,4050.0,3.0,2.0,280.0
8048,Built-up  Area,others,2,1280.0,2.0,1.0,69.0
8049,Super built-up  Area,others,3,3045.0,3.0,2.0,170.0
8052,Plot  Area,others,2,900.0,2.0,1.0,110.0
8057,Super built-up  Area,others,3,1560.0,3.0,3.0,115.0
8060,Plot  Area,others,4,1200.0,4.0,3.0,165.0
8062,Built-up  Area,others,3,1645.0,3.0,2.0,95.0
8063,Plot  Area,others,2,1200.0,2.0,0.0,79.0
8065,Plot  Area,others,3,1350.0,2.0,0.0,140.0
8066,Super built-up  Area,others,3,1800.0,3.0,0.0,150.0
8068,Super built-up  Area,others,3,1762.0,3.0,1.0,125.0
8070,Super built-up  Area,others,3,1200.0,3.0,0.0,90.0
8071,Super built-up  Area,others,3,2023.71,3.0,2.0,275.0
8077,Super built-up  Area,others,3,2150.0,4.0,2.0,240.0
8080,Built-up  Area,others,4,3309.0,4.0,3.0,325.0
8081,Super built-up  Area,others,11,5000.0,9.0,3.0,360.0
8083,Super built-up  Area,others,2,1150.0,2.0,2.0,126.0
8086,Super built-up  Area,others,2,1200.0,2.0,1.0,74.0
8089,Super built-up  Area,others,3,1753.0,3.0,2.0,120.0
8091,Plot  Area,others,2,720.0,2.0,1.0,45.0
8094,Plot  Area,others,4,1200.0,3.0,1.0,165.0
8095,Built-up  Area,others,1,700.0,1.0,0.0,41.0
8097,Built-up  Area,others,3,1595.0,3.0,2.0,115.0
8098,Super built-up  Area,others,2,1353.0,2.0,2.0,110.0
8099,Built-up  Area,others,1,1200.0,2.0,0.0,85.0
8102,Built-up  Area,others,3,1325.0,2.0,1.0,90.0
8105,Super built-up  Area,others,2,1056.0,2.0,1.0,80.0
8108,Super built-up  Area,others,3,1544.0,3.0,2.0,120.0
8109,Plot  Area,others,2,1200.0,2.0,0.0,65.0
8110,Built-up  Area,others,1,540.0,1.0,1.0,36.0
8111,Super built-up  Area,others,3,1578.0,3.0,1.0,180.0
8113,Plot  Area,others,2,1600.0,2.0,0.0,115.0
8114,Super built-up  Area,others,1,416.0,1.0,1.0,18.5
8117,Built-up  Area,others,1,834.0,1.0,1.0,60.0
8118,Plot  Area,others,3,1125.0,4.0,1.0,70.0
8119,Super built-up  Area,others,4,3000.0,5.0,2.0,260.0
8120,Plot  Area,others,6,2160.0,5.0,1.0,250.0
8122,Super built-up  Area,others,1,469.0,1.0,0.0,25.0
8127,Super built-up  Area,others,2,1630.0,2.0,2.0,200.0
8129,Built-up  Area,others,3,1200.0,2.0,0.0,70.0
8130,Super built-up  Area,others,3,1350.0,3.0,0.0,77.0
8131,Built-up  Area,others,4,4046.0,4.0,0.0,445.0
8132,Super built-up  Area,others,3,1180.0,2.0,2.0,78.34
8133,Super built-up  Area,others,2,1355.0,2.0,2.0,115.0
8134,Plot  Area,others,1,600.0,1.0,0.0,50.0
8135,Super built-up  Area,others,3,1875.0,3.0,2.0,165.0
8136,Plot  Area,others,2,600.0,2.0,1.0,55.0
8139,Super built-up  Area,others,3,1750.0,3.0,1.0,120.0
8142,Plot  Area,others,3,1092.0,2.0,1.0,98.5
8145,Super built-up  Area,others,3,1855.0,3.0,1.0,225.0
8149,Built-up  Area,others,1,425.0,1.0,0.0,20.03
8151,Plot  Area,others,1,600.0,1.0,1.0,60.0
8152,Super built-up  Area,others,2,1468.0,2.0,1.0,140.0
8153,Plot  Area,others,4,4300.0,5.0,2.0,550.0
8155,Super built-up  Area,others,2,775.0,2.0,1.0,55.0
8158,Super built-up  Area,others,3,1352.0,3.0,0.0,135.0
8160,Plot  Area,others,4,1200.0,3.0,2.0,95.0
8161,Super built-up  Area,others,3,1976.0,3.0,1.0,184.0
8162,Plot  Area,others,4,5500.0,4.0,2.0,600.0
8163,Plot  Area,others,3,1200.0,3.0,0.0,95.0
8166,Super built-up  Area,others,2,1180.0,2.0,1.0,69.0
8167,Super built-up  Area,others,1,686.0,1.0,1.0,17.0
8169,Built-up  Area,others,4,1500.0,4.0,2.0,180.0
8171,Super built-up  Area,others,2,1282.0,2.0,2.0,87.0
8173,Built-up  Area,others,3,1500.0,2.0,2.0,95.0
8174,Super built-up  Area,others,2,1300.0,1.0,1.0,115.0
8175,Built-up  Area,others,1,530.0,1.0,1.0,20.0
8176,Super built-up  Area,others,2,1350.0,2.0,3.0,80.0
8178,Plot  Area,others,8,2400.0,6.0,3.0,125.0
8180,Super built-up  Area,others,2,1141.0,2.0,0.0,62.0
8183,Super built-up  Area,others,1,950.0,1.0,1.0,40.0
8190,Built-up  Area,others,3,1480.0,3.0,2.0,90.0
8191,Super built-up  Area,others,3,1600.0,3.0,3.0,90.0
8192,Plot  Area,others,4,1200.0,4.0,0.0,135.0
8194,Plot  Area,others,3,1500.0,3.0,2.0,115.0
8195,Super built-up  Area,others,3,1824.0,3.0,3.0,125.0
8196,Plot  Area,others,1,750.0,1.0,0.0,56.25
8203,Plot  Area,others,4,6000.0,5.0,3.0,400.0
8204,Built-up  Area,others,3,2400.0,3.0,2.0,170.0
8206,Super built-up  Area,others,3,1500.0,2.0,2.0,98.0
8207,Super built-up  Area,others,3,3095.0,3.0,3.0,350.0
8209,Plot  Area,others,1,1200.0,1.0,1.0,28.0
8210,Plot  Area,others,3,1500.0,3.0,3.0,100.0
8212,Plot  Area,others,5,1560.0,5.0,1.0,145.0
8214,Super built-up  Area,others,3,1560.0,3.0,1.0,188.0
8217,Super built-up  Area,others,1,485.0,1.0,1.0,15.0
